codigo_comuna,comuna_residencia,fecha,positividad
6111,olivar,2020-04-02,NA
10301,osorno,2020-04-02,0.41013755747798303
4301,ovalle,2020-04-02,0.03214285714285715
13604,padre hurtado,2020-04-02,0.07227891156462585
9112,padre las casas,2020-04-02,0.36299494156637013
14107,paillaco,2020-04-02,NA
13404,paine,2020-04-02,NA
7404,parral,2020-04-02,0
13121,pedro aguirre cerda,2020-04-02,0.13203463203463203
7203,pelluhue,2020-04-02,NA
13605,penaflor,2020-04-02,0.09942438513867087
13122,penalolen,2020-04-02,0.09388461212059478
8107,penco,2020-04-02,NA
9113,perquenco,2020-04-02,NA
5404,petorca,2020-04-02,NA
6112,peumo,2020-04-02,NA
1405,pica,2020-04-02,NA
16106,pinto,2020-04-02,NA
13202,pirque,2020-04-02,NA
9114,pitrufquen,2020-04-02,0.17023809523809524
12301,porvenir,2020-04-02,NA
13123,providencia,2020-04-02,0.10316189385345333
9115,pucon,2020-04-02,NA
13124,pudahuel,2020-04-02,0.13460863460863462
13201,puente alto,2020-04-02,0.1587836093550219
10101,puerto montt,2020-04-02,0.1710441674727389
10302,puerto octay,2020-04-02,NA
10109,puerto varas,2020-04-02,NA
12101,punta arenas,2020-04-02,0.5196527719771059
9208,puren,2020-04-02,NA
10303,purranque,2020-04-02,NA
5705,putaendo,2020-04-02,NA
13125,quilicura,2020-04-02,0.19564935064935066
16107,quillon,2020-04-02,0.42244897959183675
5501,quillota,2020-04-02,0.16468253968253968
5801,quilpue,2020-04-02,0.14194139194139194
6114,quinta de tilcoco,2020-04-02,NA
13126,quinta normal,2020-04-02,0.31903215831787257
5107,quintero,2020-04-02,NA
6101,rancagua,2020-04-02,NA
16206,ranquil,2020-04-02,NA
7305,rauco,2020-04-02,NA
13127,recoleta,2020-04-02,0.12765191797449862
13128,renca,2020-04-02,0.17734646306074878
6115,rengo,2020-04-02,NA
6116,requinoa,2020-04-02,NA
14204,rio bueno,2020-04-02,0.023809523809523808
7108,rio claro,2020-04-02,NA
4305,rio hurtado,2020-04-02,NA
10305,rio negro,2020-04-02,NA
7306,romeral,2020-04-02,NA
9116,saavedra,2020-04-02,NA
4204,salamanca,2020-04-02,NA
5601,san antonio,2020-04-02,NA
13401,san bernardo,2020-04-02,0.13362304825867907
16301,san carlos,2020-04-02,0.09342403628117914
16304,san fabian,2020-04-02,NA
5701,san felipe,2020-04-02,0.015873015873015876
6301,san fernando,2020-04-02,0
16108,san ignacio,2020-04-02,NA
7406,san javier,2020-04-02,NA
13129,san joaquin,2020-04-02,0.14682539682539683
13203,san jose de maipo,2020-04-02,NA
10306,san juan de la costa,2020-04-02,NA
13130,san miguel,2020-04-02,0.10851842035515503
16305,san nicolas,2020-04-02,NA
10307,san pablo,2020-04-02,NA
13505,san pedro,2020-04-02,NA
2203,san pedro de atacama,2020-04-02,NA
8108,san pedro de la paz,2020-04-02,0.2000679059502589
7110,san rafael,2020-04-02,NA
13131,san ramon,2020-04-02,0.16779502869728433
6117,san vicente,2020-04-02,NA
6310,santa cruz,2020-04-02,NA
5706,santa maria,2020-04-02,NA
13101,santiago,2020-04-02,0.14922784995397348
5606,santo domingo,2020-04-02,NA
13601,talagante,2020-04-02,0.20238095238095238
7101,talca,2020-04-02,0.07926981603452192
8110,talcahuano,2020-04-02,0.2622628954865797
9101,temuco,2020-04-02,0.4167596823034321
9117,teodoro schmidt,2020-04-02,NA
13303,tiltil,2020-04-02,NA
8207,tirua,2020-04-02,NA
2301,tocopilla,2020-04-02,NA
9118,tolten,2020-04-02,NA
8111,tome,2020-04-02,NA
14101,valdivia,2020-04-02,0.101346272670557
5101,valparaiso,2020-04-02,0.07091601498859564
9211,victoria,2020-04-02,0.1318800247371676
9119,vilcun,2020-04-02,0.38571428571428573
5804,villa alemana,2020-04-02,0.03571428571428571
9120,villarrica,2020-04-02,0.09705215419501134
5109,vina del mar,2020-04-02,0.15969925866966692
13132,vitacura,2020-04-02,0.16267594595441864
8313,yumbel,2020-04-02,NA
16109,yungay,2020-04-02,0.1927437641723356
5405,zapallar,2020-04-02,NA
11201,aisen,2020-04-03,NA
5602,algarrobo,2020-04-03,NA
1107,alto hospicio,2020-04-03,0.15047754521438733
10202,ancud,2020-04-03,NA
9201,angol,2020-04-03,0.19334049409237378
2101,antofagasta,2020-04-03,0.05977748108518225
8202,arauco,2020-04-03,NA
15101,arica,2020-04-03,0.09910981771717428
13402,buin,2020-04-03,0.03759398496240601
16102,bulnes,2020-04-03,0.22022005772005773
12201,cabo de hornos,2020-04-03,NA
8303,cabrero,2020-04-03,NA
2201,calama,2020-04-03,0.034980393827070855
10102,calbuco,2020-04-03,0.028571428571428574
5502,calera,2020-04-03,0.03339517625231912
13403,calera de tango,2020-04-03,NA
5302,calle larga,2020-04-03,NA
9102,carahue,2020-04-03,NA
5603,cartagena,2020-04-03,NA
5102,casablanca,2020-04-03,0.047619047619047616
10201,castro,2020-04-03,NA
7201,cauquenes,2020-04-03,0.04285714285714286
13102,cerrillos,2020-04-03,0.1891287284144427
13103,cerro navia,2020-04-03,0.0705513784461153
10401,chaiten,2020-04-03,NA
8103,chiguayante,2020-04-03,0.19920735478226767
11401,chile chico,2020-04-03,NA
16101,chillan,2020-04-03,0.22950069592249872
16103,chillan viejo,2020-04-03,0.40476190476190477
6303,chimbarongo,2020-04-03,NA
9121,cholchol,2020-04-03,NA
6102,codegua,2020-04-03,NA
16203,coelemu,2020-04-03,NA
16302,coihueco,2020-04-03,NA
7402,colbun,2020-04-03,NA
13301,colina,2020-04-03,0.13964330600275301
5103,con con,2020-04-03,NA
8101,concepcion,2020-04-03,0.14029754244039958
13104,conchali,2020-04-03,0.12639542996685854
7102,constitucion,2020-04-03,NA
3101,copiapo,2020-04-03,0.05822510822510823
4102,coquimbo,2020-04-03,0.012987012987012977
8102,coronel,2020-04-03,0.08174603174603175
11101,coyhaique,2020-04-03,0.01428571428571429
9103,cunco,2020-04-03,NA
9203,curacautin,2020-04-03,NA
13503,curacavi,2020-04-03,0.299546485260771
9104,curarrehue,2020-04-03,NA
7301,curico,2020-04-03,0.025034013605442176
3202,diego de almagro,2020-04-03,NA
13105,el bosque,2020-04-03,0.20598290598290597
16104,el carmen,2020-04-03,NA
13602,el monte,2020-04-03,NA
5604,el quisco,2020-04-03,NA
5605,el tabo,2020-04-03,NA
13106,estacion central,2020-04-03,0.10663015206082432
8104,florida,2020-04-03,NA
9105,freire,2020-04-03,NA
10105,frutillar,2020-04-03,NA
14202,futrono,2020-04-03,NA
9106,galvarino,2020-04-03,NA
9107,gorbea,2020-04-03,NA
6106,graneros,2020-04-03,NA
10403,hualaihue,2020-04-03,NA
8112,hualpen,2020-04-03,0.4239633732280791
8105,hualqui,2020-04-03,0.10714285714285714
13107,huechuraba,2020-04-03,0.1753049495660333
4201,illapel,2020-04-03,NA
13108,independencia,2020-04-03,0.09885120714952646
1101,iquique,2020-04-03,0.039103917429040576
13603,isla de maipo,2020-04-03,NA
5201,isla de pascua,2020-04-03,NA
13109,la cisterna,2020-04-03,0.10493658388395231
5504,la cruz,2020-04-03,NA
13110,la florida,2020-04-03,0.07628085085428678
13111,la granja,2020-04-03,0.21792671614100184
5401,la ligua,2020-04-03,NA
13112,la pintana,2020-04-03,0.16415319558176703
13113,la reina,2020-04-03,0.11475678975678978
4101,la serena,2020-04-03,0.05147058823529412
14201,la union,2020-04-03,0.25595238095238093
14203,lago ranco,2020-04-03,NA
8304,laja,2020-04-03,NA
13302,lampa,2020-04-03,0.20925165520753758
14103,lanco,2020-04-03,NA
13114,las condes,2020-04-03,0.09674438621807042
9108,lautaro,2020-04-03,0.32551020408163267
5802,limache,2020-04-03,NA
7401,linares,2020-04-03,0.041666666666666664
5703,llaillay,2020-04-03,NA
10107,llanquihue,2020-04-03,NA
13115,lo barnechea,2020-04-03,0.14851238693214508
13116,lo espejo,2020-04-03,0.17414965986394557
13117,lo prado,2020-04-03,0.170494559379816
9109,loncoche,2020-04-03,NA
7403,longavi,2020-04-03,NA
5301,los andes,2020-04-03,0
8301,los angeles,2020-04-03,NA
10106,los muermos,2020-04-03,NA
4203,los vilos,2020-04-03,NA
8106,lota,2020-04-03,0
6108,machali,2020-04-03,NA
13118,macul,2020-04-03,0.09950427449325809
14105,mafil,2020-04-03,NA
13119,maipu,2020-04-03,0.12228151702316896
14106,mariquina,2020-04-03,0.27380952380952384
7105,maule,2020-04-03,0
2102,mejillones,2020-04-03,NA
13501,melipilla,2020-04-03,0.08741496598639455
7304,molina,2020-04-03,NA
8305,mulchen,2020-04-03,NA
8306,nacimiento,2020-04-03,NA
12401,natales,2020-04-03,NA
8307,negrete,2020-04-03,NA
16204,ninhue,2020-04-03,NA
9111,nueva imperial,2020-04-03,0.3585034013605442
13120,nunoa,2020-04-03,0.07736815385605406
6111,olivar,2020-04-03,NA
10301,osorno,2020-04-03,0.3866573143168888
4301,ovalle,2020-04-03,0.03214285714285715
13604,padre hurtado,2020-04-03,0.07227891156462585
9112,padre las casas,2020-04-03,0.3556689342403628
14107,paillaco,2020-04-03,NA
13404,paine,2020-04-03,NA
7404,parral,2020-04-03,0
13121,pedro aguirre cerda,2020-04-03,0.13203463203463203
7203,pelluhue,2020-04-03,NA
16105,pemuco,2020-04-03,NA
13605,penaflor,2020-04-03,0.07378335949764522
13122,penalolen,2020-04-03,0.09100653781394905
8107,penco,2020-04-03,NA
9113,perquenco,2020-04-03,NA
5404,petorca,2020-04-03,NA
6112,peumo,2020-04-03,NA
1405,pica,2020-04-03,NA
16106,pinto,2020-04-03,NA
13202,pirque,2020-04-03,0.09523809523809523
9114,pitrufquen,2020-04-03,0.16071428571428573
12301,porvenir,2020-04-03,NA
13123,providencia,2020-04-03,0.10897661567187543
9115,pucon,2020-04-03,NA
13124,pudahuel,2020-04-03,0.14092664092664092
13201,puente alto,2020-04-03,0.14284106212336328
10101,puerto montt,2020-04-03,0.16084008584008583
10302,puerto octay,2020-04-03,NA
10109,puerto varas,2020-04-03,NA
12101,punta arenas,2020-04-03,0.45584324816758215
9208,puren,2020-04-03,NA
10303,purranque,2020-04-03,NA
5705,putaendo,2020-04-03,NA
13125,quilicura,2020-04-03,0.18937521937521937
16107,quillon,2020-04-03,0.4557823129251701
5501,quillota,2020-04-03,0.10515873015873016
5801,quilpue,2020-04-03,0.15146520146520145
6114,quinta de tilcoco,2020-04-03,NA
13126,quinta normal,2020-04-03,0.2994243151806177
5107,quintero,2020-04-03,NA
16201,quirihue,2020-04-03,NA
6101,rancagua,2020-04-03,NA
16206,ranquil,2020-04-03,NA
7305,rauco,2020-04-03,NA
13127,recoleta,2020-04-03,0.15622334654592718
13128,renca,2020-04-03,0.17387624906421897
6115,rengo,2020-04-03,NA
6116,requinoa,2020-04-03,NA
14204,rio bueno,2020-04-03,0.05952380952380952
7108,rio claro,2020-04-03,NA
4305,rio hurtado,2020-04-03,NA
10305,rio negro,2020-04-03,NA
7306,romeral,2020-04-03,NA
9116,saavedra,2020-04-03,NA
4204,salamanca,2020-04-03,NA
5601,san antonio,2020-04-03,NA
13401,san bernardo,2020-04-03,0.11924456959448612
16301,san carlos,2020-04-03,0.13101802124358516
16304,san fabian,2020-04-03,NA
5701,san felipe,2020-04-03,3.96508223080413e-18
6301,san fernando,2020-04-03,0
16108,san ignacio,2020-04-03,NA
7406,san javier,2020-04-03,NA
13129,san joaquin,2020-04-03,0.03968253968253968
13203,san jose de maipo,2020-04-03,0.03571428571428571
10306,san juan de la costa,2020-04-03,NA
13130,san miguel,2020-04-03,0.1080855199222546
16305,san nicolas,2020-04-03,NA
10307,san pablo,2020-04-03,NA
13505,san pedro,2020-04-03,NA
2203,san pedro de atacama,2020-04-03,NA
8108,san pedro de la paz,2020-04-03,0.18617901706137
7110,san rafael,2020-04-03,NA
13131,san ramon,2020-04-03,0.15112836203061766
6117,san vicente,2020-04-03,NA
8311,santa barbara,2020-04-03,NA
6310,santa cruz,2020-04-03,NA
5706,santa maria,2020-04-03,NA
13101,santiago,2020-04-03,0.13568910112110702
5606,santo domingo,2020-04-03,NA
13601,talagante,2020-04-03,0.25
7101,talca,2020-04-03,0.08177608169868232
8110,talcahuano,2020-04-03,0.23434828136506902
9101,temuco,2020-04-03,0.3877239293240171
9117,teodoro schmidt,2020-04-03,0.2857142857142857
13303,tiltil,2020-04-03,NA
8207,tirua,2020-04-03,NA
2301,tocopilla,2020-04-03,NA
9118,tolten,2020-04-03,NA
8111,tome,2020-04-03,NA
14101,valdivia,2020-04-03,0.10761193683095802
5101,valparaiso,2020-04-03,0.039169983242563884
9211,victoria,2020-04-03,0.08426097711811997
9119,vilcun,2020-04-03,0.45714285714285713
5804,villa alemana,2020-04-03,0.03571428571428571
9120,villarrica,2020-04-03,0.13990929705215419
5109,vina del mar,2020-04-03,0.11155692481304734
13132,vitacura,2020-04-03,0.14568752896600162
8313,yumbel,2020-04-03,NA
16109,yungay,2020-04-03,0.19043961670689782
5405,zapallar,2020-04-03,NA
11201,aisen,2020-04-04,NA
5602,algarrobo,2020-04-04,NA
1107,alto hospicio,2020-04-04,0.17190611664295874
10202,ancud,2020-04-04,NA
9201,angol,2020-04-04,0.14788594863782833
2101,antofagasta,2020-04-04,0.06069323200093316
8202,arauco,2020-04-04,NA
15101,arica,2020-04-04,0.116064865104358
13402,buin,2020-04-04,0
16102,bulnes,2020-04-04,0.24561688311688312
12201,cabo de hornos,2020-04-04,NA
8303,cabrero,2020-04-04,NA
2201,calama,2020-04-04,0.04093277477945181
10102,calbuco,2020-04-04,0.028571428571428574
5502,calera,2020-04-04,0.03339517625231912
13403,calera de tango,2020-04-04,0.11904761904761904
5302,calle larga,2020-04-04,NA
9102,carahue,2020-04-04,NA
5603,cartagena,2020-04-04,NA
5102,casablanca,2020-04-04,0.047619047619047616
10201,castro,2020-04-04,NA
7201,cauquenes,2020-04-04,0.04285714285714286
13102,cerrillos,2020-04-04,0.10341444270015698
13103,cerro navia,2020-04-04,0.08840852130325816
10401,chaiten,2020-04-04,NA
8103,chiguayante,2020-04-04,0.18622034179525468
11401,chile chico,2020-04-04,NA
16101,chillan,2020-04-04,0.2400827065045093
16103,chillan viejo,2020-04-04,0.40476190476190477
6303,chimbarongo,2020-04-04,NA
9121,cholchol,2020-04-04,NA
6102,codegua,2020-04-04,NA
16203,coelemu,2020-04-04,NA
16302,coihueco,2020-04-04,NA
7402,colbun,2020-04-04,NA
13301,colina,2020-04-04,0.13011949647894347
5103,con con,2020-04-04,NA
8101,concepcion,2020-04-04,0.13095640406700312
13104,conchali,2020-04-04,0.125261643118786
7102,constitucion,2020-04-04,NA
3101,copiapo,2020-04-04,0.05822510822510823
4102,coquimbo,2020-04-04,0.027272727272727264
8102,coronel,2020-04-04,0.08174603174603175
11101,coyhaique,2020-04-04,0.01428571428571429
9103,cunco,2020-04-04,NA
9203,curacautin,2020-04-04,NA
13503,curacavi,2020-04-04,0.22811791383219954
9104,curarrehue,2020-04-04,NA
7301,curico,2020-04-04,0.025034013605442176
3202,diego de almagro,2020-04-04,NA
13105,el bosque,2020-04-04,0.16568986568986568
16104,el carmen,2020-04-04,NA
13602,el monte,2020-04-04,NA
5604,el quisco,2020-04-04,NA
5605,el tabo,2020-04-04,NA
13106,estacion central,2020-04-04,0.1225031679338402
8104,florida,2020-04-04,NA
9105,freire,2020-04-04,NA
10105,frutillar,2020-04-04,NA
14202,futrono,2020-04-04,NA
9106,galvarino,2020-04-04,NA
9107,gorbea,2020-04-04,NA
6106,graneros,2020-04-04,NA
10403,hualaihue,2020-04-04,NA
8112,hualpen,2020-04-04,0.42039194465665053
8105,hualqui,2020-04-04,0.10714285714285714
13107,huechuraba,2020-04-04,0.14005448574414092
4201,illapel,2020-04-04,NA
13108,independencia,2020-04-04,0.07103165827734602
1101,iquique,2020-04-04,0.03196106028618344
13603,isla de maipo,2020-04-04,NA
5201,isla de pascua,2020-04-04,NA
13109,la cisterna,2020-04-04,0.07636515531252373
5504,la cruz,2020-04-04,NA
13110,la florida,2020-04-04,0.11011543732045219
13111,la granja,2020-04-04,0.19751855287569572
5401,la ligua,2020-04-04,NA
13112,la pintana,2020-04-04,0.11528101513063922
13113,la reina,2020-04-04,0.10523298023298024
4101,la serena,2020-04-04,0.0800420168067227
14201,la union,2020-04-04,NA
14203,lago ranco,2020-04-04,NA
8304,laja,2020-04-04,NA
13302,lampa,2020-04-04,0.12916507512095746
14103,lanco,2020-04-04,NA
13114,las condes,2020-04-04,0.08866615492555342
9108,lautaro,2020-04-04,0.2683673469387755
5802,limache,2020-04-04,0.06825396825396825
7401,linares,2020-04-04,0.041666666666666664
5703,llaillay,2020-04-04,NA
10107,llanquihue,2020-04-04,NA
13115,lo barnechea,2020-04-04,0.15061322726827953
13116,lo espejo,2020-04-04,0.10272108843537414
13117,lo prado,2020-04-04,0.14192313080838742
9109,loncoche,2020-04-04,NA
7403,longavi,2020-04-04,NA
5301,los andes,2020-04-04,0
8301,los angeles,2020-04-04,0.027241750358680056
10106,los muermos,2020-04-04,NA
4203,los vilos,2020-04-04,NA
8106,lota,2020-04-04,NA
6108,machali,2020-04-04,NA
13118,macul,2020-04-04,0.07802575301473662
14105,mafil,2020-04-04,NA
13119,maipu,2020-04-04,0.09053548527713721
14106,mariquina,2020-04-04,0.34523809523809523
7105,maule,2020-04-04,0
2102,mejillones,2020-04-04,NA
13501,melipilla,2020-04-04,0.046598639455782305
7304,molina,2020-04-04,0.023809523809523808
8305,mulchen,2020-04-04,0
8306,nacimiento,2020-04-04,NA
12401,natales,2020-04-04,NA
8307,negrete,2020-04-04,NA
16204,ninhue,2020-04-04,NA
9111,nueva imperial,2020-04-04,0.3013605442176871
13120,nunoa,2020-04-04,0.07951638156819153
6111,olivar,2020-04-04,NA
10301,osorno,2020-04-04,0.35207681545067565
4301,ovalle,2020-04-04,0.03214285714285715
13604,padre hurtado,2020-04-04,0.08526592455163884
9112,padre las casas,2020-04-04,0.4092403628117914
14107,paillaco,2020-04-04,NA
13404,paine,2020-04-04,NA
7404,parral,2020-04-04,0
13121,pedro aguirre cerda,2020-04-04,0.10346320346320347
7203,pelluhue,2020-04-04,NA
16105,pemuco,2020-04-04,NA
13605,penaflor,2020-04-04,0.07378335949764522
13122,penalolen,2020-04-04,0.07878002558743682
8107,penco,2020-04-04,NA
9113,perquenco,2020-04-04,NA
5404,petorca,2020-04-04,NA
6112,peumo,2020-04-04,NA
1405,pica,2020-04-04,NA
16106,pinto,2020-04-04,NA
13202,pirque,2020-04-04,0.09523809523809523
9114,pitrufquen,2020-04-04,0.15119047619047618
12301,porvenir,2020-04-04,NA
13123,providencia,2020-04-04,0.09514262357701377
9115,pucon,2020-04-04,NA
13124,pudahuel,2020-04-04,0.13072255929398788
13201,puente alto,2020-04-04,0.1318124612851896
10101,puerto montt,2020-04-04,0.16263139797622556
10302,puerto octay,2020-04-04,NA
10109,puerto varas,2020-04-04,NA
12101,punta arenas,2020-04-04,0.4875892799136139
9208,puren,2020-04-04,NA
10303,purranque,2020-04-04,NA
5705,putaendo,2020-04-04,NA
13125,quilicura,2020-04-04,0.15041418041418042
16107,quillon,2020-04-04,0.5272108843537415
5501,quillota,2020-04-04,0.10515873015873016
5801,quilpue,2020-04-04,0.056227106227106215
6114,quinta de tilcoco,2020-04-04,NA
13126,quinta normal,2020-04-04,0.20418621994252245
5107,quintero,2020-04-04,NA
16201,quirihue,2020-04-04,NA
6101,rancagua,2020-04-04,0.05672422815279958
16206,ranquil,2020-04-04,NA
7305,rauco,2020-04-04,NA
13127,recoleta,2020-04-04,0.1443185846411653
13128,renca,2020-04-04,0.11435243954040945
6115,rengo,2020-04-04,NA
6116,requinoa,2020-04-04,NA
14204,rio bueno,2020-04-04,NA
7108,rio claro,2020-04-04,NA
4305,rio hurtado,2020-04-04,NA
10305,rio negro,2020-04-04,NA
7306,romeral,2020-04-04,NA
9116,saavedra,2020-04-04,NA
4204,salamanca,2020-04-04,NA
5601,san antonio,2020-04-04,0.11954571302205093
13401,san bernardo,2020-04-04,0.0716255219754385
16301,san carlos,2020-04-04,0.16775271512113618
16304,san fabian,2020-04-04,NA
5701,san felipe,2020-04-04,3.96508223080413e-18
6301,san fernando,2020-04-04,0
16108,san ignacio,2020-04-04,NA
7406,san javier,2020-04-04,0.22943722943722944
13129,san joaquin,2020-04-04,0.06825396825396825
13203,san jose de maipo,2020-04-04,0.03571428571428571
10306,san juan de la costa,2020-04-04,NA
13130,san miguel,2020-04-04,0.0949276251854125
16305,san nicolas,2020-04-04,NA
10307,san pablo,2020-04-04,NA
13505,san pedro,2020-04-04,NA
2203,san pedro de atacama,2020-04-04,NA
8108,san pedro de la paz,2020-04-04,0.18617901706137
7110,san rafael,2020-04-04,NA
13131,san ramon,2020-04-04,0.06949570896939318
6117,san vicente,2020-04-04,NA
8311,santa barbara,2020-04-04,NA
6310,santa cruz,2020-04-04,NA
5706,santa maria,2020-04-04,NA
13101,santiago,2020-04-04,0.12104496389632463
5606,santo domingo,2020-04-04,NA
13601,talagante,2020-04-04,0.23214285714285712
7101,talca,2020-04-04,0.06868084360344423
8110,talcahuano,2020-04-04,0.22641177342856109
2104,taltal,2020-04-04,NA
9101,temuco,2020-04-04,0.38157218633016887
9117,teodoro schmidt,2020-04-04,0.21428571428571427
13303,tiltil,2020-04-04,NA
8207,tirua,2020-04-04,NA
2301,tocopilla,2020-04-04,NA
9118,tolten,2020-04-04,NA
8111,tome,2020-04-04,NA
8312,tucapel,2020-04-04,NA
14101,valdivia,2020-04-04,0.2394800686990899
5101,valparaiso,2020-04-04,0.05821760229018293
9211,victoria,2020-04-04,0.03231292517006802
9119,vilcun,2020-04-04,0.4095238095238095
5804,villa alemana,2020-04-04,0.03571428571428571
9120,villarrica,2020-04-04,0.12857142857142856
5109,vina del mar,2020-04-04,0.10221985665244976
13132,vitacura,2020-04-04,0.0885446718231445
8313,yumbel,2020-04-04,NA
16109,yungay,2020-04-04,0.14758247384975495
5405,zapallar,2020-04-04,NA
11201,aisen,2020-04-05,NA
5602,algarrobo,2020-04-05,NA
1107,alto hospicio,2020-04-05,0.1680451127819549
10202,ancud,2020-04-05,NA
9201,angol,2020-04-05,0.14312404387592356
2101,antofagasta,2020-04-05,0.04503765470152025
8202,arauco,2020-04-05,0.01098901098901099
15101,arica,2020-04-05,0.13948353489785678
13402,buin,2020-04-05,0.047619047619047616
16102,bulnes,2020-04-05,0.3313311688311688
12201,cabo de hornos,2020-04-05,NA
8303,cabrero,2020-04-05,NA
2201,calama,2020-04-05,0.035769263591844236
10102,calbuco,2020-04-05,0
5502,calera,2020-04-05,0.03339517625231912
13403,calera de tango,2020-04-05,0.11904761904761904
5302,calle larga,2020-04-05,NA
9102,carahue,2020-04-05,NA
5603,cartagena,2020-04-05,NA
5102,casablanca,2020-04-05,0.047619047619047616
10201,castro,2020-04-05,NA
7201,cauquenes,2020-04-05,0.04285714285714286
13102,cerrillos,2020-04-05,0.10341444270015698
13103,cerro navia,2020-04-05,0.08840852130325816
10401,chaiten,2020-04-05,NA
8103,chiguayante,2020-04-05,0.09098224655715945
11401,chile chico,2020-04-05,NA
16101,chillan,2020-04-05,0.24241156597622593
16103,chillan viejo,2020-04-05,0.40476190476190477
6303,chimbarongo,2020-04-05,NA
9121,cholchol,2020-04-05,NA
6102,codegua,2020-04-05,NA
16203,coelemu,2020-04-05,0.23809523809523808
16302,coihueco,2020-04-05,NA
7402,colbun,2020-04-05,NA
13301,colina,2020-04-05,0.110638976998424
5103,con con,2020-04-05,NA
8101,concepcion,2020-04-05,0.09594239846476225
13104,conchali,2020-04-05,0.125261643118786
7102,constitucion,2020-04-05,0.09285714285714286
3101,copiapo,2020-04-05,NA
4102,coquimbo,2020-04-05,0.027272727272727264
8102,coronel,2020-04-05,0.06643990929705215
11101,coyhaique,2020-04-05,0.01428571428571429
9103,cunco,2020-04-05,NA
9203,curacautin,2020-04-05,NA
13503,curacavi,2020-04-05,0.11383219954648525
9104,curarrehue,2020-04-05,NA
7301,curico,2020-04-05,0.025034013605442176
3202,diego de almagro,2020-04-05,NA
13105,el bosque,2020-04-05,0.14481074481074482
16104,el carmen,2020-04-05,NA
13602,el monte,2020-04-05,NA
5604,el quisco,2020-04-05,NA
5605,el tabo,2020-04-05,0.07142857142857142
13106,estacion central,2020-04-05,0.08168684140322796
8104,florida,2020-04-05,NA
9105,freire,2020-04-05,NA
10105,frutillar,2020-04-05,NA
14202,futrono,2020-04-05,NA
9106,galvarino,2020-04-05,NA
9107,gorbea,2020-04-05,NA
6106,graneros,2020-04-05,NA
10403,hualaihue,2020-04-05,NA
8112,hualpen,2020-04-05,0.33467765894236484
8105,hualqui,2020-04-05,0.10714285714285714
13107,huechuraba,2020-04-05,0.14005448574414092
4201,illapel,2020-04-05,NA
13108,independencia,2020-04-05,0.05062349501203989
1101,iquique,2020-04-05,0.06767534600046915
13603,isla de maipo,2020-04-05,0.24761904761904763
5201,isla de pascua,2020-04-05,NA
13109,la cisterna,2020-04-05,0.10894660894660893
5504,la cruz,2020-04-05,NA
13110,la florida,2020-04-05,0.13205421283065627
13111,la granja,2020-04-05,0.2075918129489558
5401,la ligua,2020-04-05,NA
13112,la pintana,2020-04-05,0.14325304310266715
13113,la reina,2020-04-05,0.051661551661551675
4101,la serena,2020-04-05,0.06218487394957984
14201,la union,2020-04-05,NA
14203,lago ranco,2020-04-05,NA
8304,laja,2020-04-05,NA
13302,lampa,2020-04-05,0.10535555131143366
14103,lanco,2020-04-05,NA
13114,las condes,2020-04-05,0.07080901206841056
9108,lautaro,2020-04-05,0.2683673469387755
5802,limache,2020-04-05,0.11587301587301586
7401,linares,2020-04-05,0.041666666666666664
5703,llaillay,2020-04-05,0.03571428571428571
10107,llanquihue,2020-04-05,NA
13115,lo barnechea,2020-04-05,0.12779576695081923
13116,lo espejo,2020-04-05,0.0947845804988662
13117,lo prado,2020-04-05,NA
9109,loncoche,2020-04-05,0.047619047619047616
7403,longavi,2020-04-05,NA
5301,los andes,2020-04-05,0.03571428571428571
8301,los angeles,2020-04-05,0.049219772336702036
10106,los muermos,2020-04-05,NA
4203,los vilos,2020-04-05,NA
8106,lota,2020-04-05,NA
6108,machali,2020-04-05,0.06802721088435373
13118,macul,2020-04-05,0.07802575301473662
14105,mafil,2020-04-05,NA
13119,maipu,2020-04-05,0.09680961655126849
14106,mariquina,2020-04-05,NA
7105,maule,2020-04-05,0
2102,mejillones,2020-04-05,NA
13501,melipilla,2020-04-05,0.16904761904761906
7304,molina,2020-04-05,0
8305,mulchen,2020-04-05,0
8306,nacimiento,2020-04-05,NA
12401,natales,2020-04-05,0.028571428571428574
8307,negrete,2020-04-05,NA
16204,ninhue,2020-04-05,NA
16303,niquen,2020-04-05,NA
9111,nueva imperial,2020-04-05,0.3370748299319728
13120,nunoa,2020-04-05,0.09139160312083244
6111,olivar,2020-04-05,NA
10301,osorno,2020-04-05,0.3211244344982947
4301,ovalle,2020-04-05,0.03214285714285715
13604,padre hurtado,2020-04-05,0.08526592455163884
9112,padre las casas,2020-04-05,0.41320861678004533
14107,paillaco,2020-04-05,NA
13404,paine,2020-04-05,NA
7404,parral,2020-04-05,0
13121,pedro aguirre cerda,2020-04-05,0.1261904761904762
7203,pelluhue,2020-04-05,NA
16105,pemuco,2020-04-05,NA
13605,penaflor,2020-04-05,0.2166405023547881
13122,penalolen,2020-04-05,0.06632056151506953
8107,penco,2020-04-05,0.07932688226805874
9113,perquenco,2020-04-05,NA
5404,petorca,2020-04-05,NA
6112,peumo,2020-04-05,NA
1405,pica,2020-04-05,NA
16106,pinto,2020-04-05,NA
13202,pirque,2020-04-05,0.09523809523809523
9114,pitrufquen,2020-04-05,0.1988095238095238
12301,porvenir,2020-04-05,NA
13123,providencia,2020-04-05,0.10514662517765402
