fecha_notificacion;region;prop1d
2020-05-30;01;0.367281147889641
2020-05-31;01;0.415372606695385
2020-06-01;01;0.427309370648278
2020-06-02;01;0.402493231940854
2020-06-03;01;0.360260922194525
2020-06-04;01;0.353574758632527
2020-06-05;01;0.356545192454025
2020-06-06;01;0.346997757545434
2020-06-07;01;0.370896959410738
2020-06-08;01;0.396153920118518
2020-06-09;01;0.422859339128227
2020-06-10;01;0.453135604918512
2020-06-11;01;0.472617362908757
2020-06-12;01;0.458622239491142
2020-06-13;01;0.474670476967951
2020-06-14;01;0.516652824855165
2020-06-15;01;0.519485433308382
2020-06-16;01;0.523698657059421
2020-06-17;01;0.547654701015465
2020-06-18;01;0.552999696156378
2020-06-19;01;0.595909167637278
2020-06-20;01;0.62983773906585
2020-06-21;01;0.625966771323914
2020-06-22;01;0.619880126139525
2020-06-23;01;0.643463936695166
2020-06-24;01;0.612203432493486
2020-06-25;01;0.62070683385403
2020-06-26;01;0.60522021077247
2020-06-27;01;0.544042962095221
2020-06-28;01;0.474757247809507
2020-06-29;01;0.525383814225547
2020-06-30;01;0.486690113560015
2020-07-01;01;0.467362382467578
2020-07-02;01;0.444119752082091
2020-07-03;01;0.451401246958523
2020-07-04;01;0.494503582743785
2020-07-05;01;0.549775691587323
2020-07-06;01;0.496861716508781
2020-07-07;01;0.493427650574715
2020-07-08;01;0.507765885868833
2020-07-09;01;0.496751956487556
2020-07-10;01;0.452020773691858
2020-07-11;01;0.371881400869558
2020-07-12;01;0.296651308832743
2020-07-13;01;0.247032165400723
2020-07-14;01;0.234796715665273
2020-07-15;01;0.24959013303222
2020-07-16;01;0.239440041249475
2020-07-17;01;0.283218843092793
2020-07-18;01;0.364851496154017
2020-07-19;01;0.365072637242031
2020-07-20;01;0.425446786901895
2020-07-21;01;0.445575611378546
2020-07-22;01;0.406014581487137
2020-07-23;01;0.37048926024753
2020-07-24;01;0.316553400189221
2020-07-25;01;0.296545396987941
2020-07-26;01;0.313992861803827
2020-07-27;01;0.359507677899757
2020-07-28;01;0.362374376418629
2020-07-29;01;0.387141988943091
2020-07-30;01;0.474216818875064
2020-07-31;01;0.51794859730072
2020-08-01;01;0.513466804583633
2020-08-02;01;0.593763700670002
2020-08-03;01;0.509133238315569
2020-08-04;01;0.485134248799338
2020-08-05;01;0.452608738595257
2020-08-06;01;0.398831438201415
2020-08-07;01;0.351431833198123
2020-08-08;01;0.349588515225773
2020-08-09;01;0.292295282143066
2020-08-10;01;0.365424533843747
2020-08-11;01;0.425186006490882
2020-08-12;01;0.464610867344314
2020-08-13;01;0.479904202723578
2020-08-14;01;0.496967348818983
2020-08-15;01;0.501575643749858
2020-08-16;01;0.501181555079907
2020-08-17;01;0.45403869793705
2020-08-18;01;0.429049754991451
2020-08-19;01;0.440769742321194
2020-08-20;01;0.488054727743935
2020-08-21;01;0.561928601617809
2020-08-22;01;0.609163624659283
2020-08-23;01;0.652919057867049
2020-08-24;01;0.659585724533716
2020-08-25;01;0.609165556466489
2020-08-26;01;0.633039604730781
2020-08-27;01;0.643456271397448
2020-08-28;01;0.644685150045681
2020-08-29;01;0.548531303891835
2020-08-30;01;0.555884245068306
2020-08-31;01;0.596360435544496
2020-09-01;01;0.662746990166345
2020-09-02;01;0.6599622505395
2020-03-12;02;NA
2020-03-21;02;NA
2020-03-23;02;NA
2020-03-24;02;NA
2020-03-25;02;NA
2020-03-27;02;NA
2020-03-29;02;0
2020-03-30;02;0
2020-03-31;02;0.107142857142857
2020-04-01;02;0.25
2020-04-02;02;0.25
2020-04-03;02;0.392857142857143
2020-04-04;02;0.392857142857143
2020-04-05;02;0.392857142857143
2020-04-07;02;0.464285714285714
2020-04-08;02;0.392857142857143
2020-04-09;02;0.25
2020-04-10;02;0.25
2020-04-11;02;0.178571428571429
2020-04-12;02;0.202380952380952
2020-04-13;02;0.263605442176871
2020-04-14;02;0.192176870748299
2020-04-15;02;0.156462585034014
2020-04-16;02;0.156462585034014
2020-04-17;02;0.204081632653061
2020-04-18;02;0.13265306122449
2020-04-19;02;0.180272108843537
2020-04-20;02;0.19047619047619
2020-04-21;02;0.19047619047619
2020-04-22;02;0.238095238095238
2020-04-23;02;0.238095238095238
2020-04-24;02;0.226190476190476
2020-04-25;02;0.257936507936508
2020-04-26;02;0.227324263038549
2020-04-27;02;0.170181405895692
2020-04-28;02;0.205895691609977
2020-04-29;02;0.186848072562358
2020-04-30;02;0.216609977324263
2020-05-01;02;0.232843743558029
2020-05-02;02;0.246811997526283
2020-05-03;02;0.223852813852814
2020-05-04;02;0.212212602212602
2020-05-05;02;0.205069745069745
2020-05-06;02;0.195729085729086
2020-05-07;02;0.189133204133204
2020-05-08;02;0.166489181489181
2020-05-09;02;0.143816370429274
2020-05-10;02;0.178340179953083
2020-05-11;02;0.225453906842091
2020-05-12;02;0.236356162481189
2020-05-13;02;0.242471015370235
2020-05-14;02;0.238912835341467
2020-05-15;02;0.232932421197787
2020-05-16;02;0.231682714097889
2020-05-17;02;0.199143031558206
2020-05-18;02;0.171361824001718
2020-05-19;02;0.148121906024958
2020-05-20;02;0.136169141047999
2020-05-21;02;0.15992864484952
2020-05-22;02;0.174870335811619
2020-05-23;02;0.187240058940369
2020-05-24;02;0.187806952364406
2020-05-25;02;0.188385321363827
2020-05-26;02;0.176083403098606
2020-05-27;02;0.170887267267225
2020-05-28;02;0.142904535713065
2020-05-29;02;0.136952154760684
2020-05-30;02;0.121343539773187
2020-05-31;02;0.116519792092296
2020-06-01;02;0.112361669513121
2020-06-02;02;0.120647866657358
2020-06-03;02;0.13054638344112
2020-06-04;02;0.12976030820249
2020-06-05;02;0.128428450158068
2020-06-06;02;0.139775906688248
2020-06-07;02;0.139947793624841
2020-06-08;02;0.157639750790483
2020-06-09;02;0.17099489791756
2020-06-10;02;0.17617413815298
2020-06-11;02;0.188718455149851
2020-06-12;02;0.185010115296933
2020-06-13;02;0.211635990676364
2020-06-14;02;0.233193120991176
2020-06-15;02;0.235198133522505
2020-06-16;02;0.257243988901693
2020-06-17;02;0.287302843904369
2020-06-18;02;0.291215887382629
2020-06-19;02;0.311786825878096
2020-06-20;02;0.337800300812435
2020-06-21;02;0.365235069415463
2020-06-22;02;0.378697296411524
2020-06-23;02;0.365227366606933
2020-06-24;02;0.36759521282799
2020-06-25;02;0.383591466401884
2020-06-26;02;0.400509705395594
2020-06-27;02;0.375509705395594
2020-06-28;02;0.385545780083303
2020-06-29;02;0.384464505468194
2020-06-30;02;0.401252155803621
2020-07-01;02;0.395437597564423
2020-07-02;02;0.40679814178211
2020-07-03;02;0.408551732107129
2020-07-04;02;0.4190392604518
2020-07-05;02;0.408009411716033
2020-07-06;02;0.417619058149714
2020-07-07;02;0.405897976274341
2020-07-08;02;0.416817215765009
2020-07-09;02;0.420202270161299
2020-07-10;02;0.420189238128563
2020-07-11;02;0.444284857684796
2020-07-12;02;0.464339954103529
2020-07-13;02;0.468722981662522
2020-07-14;02;0.499031104911822
2020-07-15;02;0.48139071173186
2020-07-16;02;0.522667099971696
2020-07-17;02;0.541198650522951
2020-07-18;02;0.516744993014695
2020-07-19;02;0.544046580316282
2020-07-20;02;0.563410051176759
2020-07-21;02;0.566485773268874
2020-07-22;02;0.573009746636764
2020-07-23;02;0.524880660532994
2020-07-24;02;0.492907871417348
2020-07-25;02;0.499048222294541
2020-07-26;02;0.501639735090135
2020-07-27;02;0.481432849940866
2020-07-28;02;0.478861329529423
2020-07-29;02;0.496095955459701
2020-07-30;02;0.507687104037151
2020-07-31;02;0.537637462558938
2020-08-01;02;0.550562632626965
2020-08-02;02;0.535938349734084
2020-08-03;02;0.540091835946088
2020-08-04;02;0.530746504893312
2020-08-05;02;0.541516673558218
2020-08-06;02;0.559014083481091
2020-08-07;02;0.584436235409267
2020-08-08;02;0.592089296633757
2020-08-09;02;0.577426540035517
2020-08-10;02;0.573557378079532
2020-08-11;02;0.579838983642111
2020-08-12;02;0.567079812988203
2020-08-13;02;0.554474770971397
2020-08-14;02;0.528856771021286
2020-08-15;02;0.528624860075089
2020-08-16;02;0.52992356137379
2020-08-17;02;0.503428752924095
2020-08-18;02;0.50789303863838
2020-08-19;02;0.509460436757503
2020-08-20;02;0.480186432073662
2020-08-21;02;0.518582818296135
2020-08-22;02;0.470141259854576
2020-08-23;02;0.447284116997434
2020-08-24;02;0.526752267894156
2020-08-25;02;0.497794738936627
2020-08-26;02;0.502720847311011
2020-08-27;02;0.559945162553858
2020-08-28;02;0.504370106978803
2020-08-29;02;0.565798678407374
2020-08-30;02;0.61151296412166
2020-08-31;02;0.602446558828839
2020-09-01;02;0.629661927507623
2020-09-02;02;0.624370922216617
2020-03-13;03;NA
2020-03-27;03;NA
2020-04-01;03;NA
2020-04-06;03;NA
2020-04-08;03;NA
2020-04-09;03;NA
2020-04-20;03;0.142857142857143
2020-04-21;03;0.142857142857143
2020-04-22;03;0
2020-04-23;03;0.142857142857143
2020-04-24;03;0.142857142857143
2020-04-25;03;0.142857142857143
2020-04-26;03;0.142857142857143
2020-04-27;03;0.142857142857143
2020-04-28;03;0.142857142857143
2020-04-29;03;0.25
2020-04-30;03;0.25
2020-05-01;03;0.25
2020-05-02;03;0.25
2020-05-03;03;0.392857142857143
2020-05-04;03;NA
2020-05-05;03;NA
2020-05-06;03;NA
2020-05-07;03;NA
2020-05-08;03;NA
2020-05-09;03;NA
2020-05-10;03;NA
2020-05-11;03;NA
2020-05-12;03;NA
2020-05-13;03;NA
2020-05-14;03;NA
2020-05-15;03;NA
2020-05-16;03;NA
2020-05-17;03;NA
2020-05-18;03;NA
2020-05-19;03;NA
2020-05-20;03;0.779761904761905
2020-05-22;03;0.758333333333333
2020-05-23;03;0.734523809523809
2020-05-24;03;0.734523809523809
2020-05-25;03;0.663095238095238
2020-05-26;03;0.675
2020-05-27;03;0.675
2020-05-28;03;0.617857142857143
2020-05-29;03;0.627380952380952
2020-05-30;03;0.603571428571429
2020-05-31;03;0.532142857142857
2020-06-01;03;0.520238095238095
2020-06-02;03;0.474319727891156
2020-06-03;03;0.433735312306741
2020-06-04;03;0.370577417569899
2020-06-05;03;0.297895713309247
2020-06-06;03;0.266149681563215
2020-06-07;03;0.194721110134644
2020-06-08;03;0.149483014896549
2020-06-09;03;0.125525605845972
2020-06-10;03;0.12146716428753
2020-06-11;03;0.0989107733100868
2020-06-12;03;0.0869363929146538
2020-06-13;03;0.0710633770416379
2020-06-14;03;0.0710633770416379
2020-06-15;03;0.0663014722797332
2020-06-16;03;0.0443405139833711
2020-06-17;03;0.0354119425547997
2020-06-18;03;0.0532690854119426
2020-06-19;03;0.0486394557823129
2020-06-20;03;0.0659554730983302
2020-06-21;03;0.0659554730983302
2020-06-22;03;0.0564316635745207
2020-06-23;03;0.0800865800865801
2020-06-24;03;0.104576376004947
2020-06-25;03;0.123986313893146
2020-06-26;03;0.140590323918209
2020-06-27;03;0.131677667946729
2020-06-28;03;0.237497773766835
2020-06-29;03;0.299997773766835
2020-06-30;03;0.311727979045428
2020-07-01;03;0.317850428025019
2020-07-02;03;0.333493400189731
2020-07-03;03;0.365558857951783
2020-07-04;03;0.385726925178674
2020-07-05;03;0.307379346831095
2020-07-06;03;0.312411814363563
2020-07-07;03;0.292970570123931
2020-07-08;03;0.30997737284502
2020-07-09;03;0.310638748506396
2020-07-10;03;0.344686850505816
2020-07-11;03;0.384438403300847
2020-07-12;03;0.495494014356458
2020-07-13;03;0.481532975395419
2020-07-14;03;0.525679800792245
2020-07-15;03;0.542576882205455
2020-07-16;03;0.614005453634026
2020-07-17;03;0.582478360037967
2020-07-18;03;0.632167801031756
2020-07-19;03;0.576972995836951
2020-07-20;03;0.573821735332749
2020-07-21;03;0.536160758992528
2020-07-22;03;0.506773435580879
2020-07-23;03;0.460051322077943
2020-07-24;03;0.40723746926409
2020-07-25;03;0.289225046903842
2020-07-26;03;0.219627977306772
2020-07-27;03;0.179559776113251
2020-07-28;03;0.175837532498824
2020-07-29;03;0.165918810911829
2020-07-30;03;0.111759662819217
2020-07-31;03;0.124379811032586
2020-08-01;03;0.144500535378662
2020-08-02;03;0.140081041828734
2020-08-03;03;0.154939158988641
2020-08-04;03;0.159434870316651
2020-08-05;03;0.141905277834497
2020-08-06;03;0.124431057702469
2020-08-07;03;0.15841358217873
2020-08-08;03;0.151279870819666
2020-08-09;03;0.166176175693864
2020-08-10;03;0.201612991929792
2020-08-11;03;0.208216457114493
2020-08-12;03;0.257225307966662
2020-08-13;03;0.285212824326271
2020-08-14;03;0.284972391547269
2020-08-15;03;0.320556807131684
2020-08-16;03;0.336026271753691
2020-08-17;03;0.292386174205238
2020-08-18;03;0.306572583625014
2020-08-19;03;0.302996794334939
2020-08-20;03;0.272446392355965
2020-08-21;03;0.28746943383062
2020-08-22;03;0.253935599244154
2020-08-23;03;0.228077944354241
2020-08-24;03;0.211071141633152
2020-08-25;03;0.178982834612231
2020-08-26;03;0.130631186260582
2020-08-27;03;0.146957716872827
2020-08-28;03;0.0922324421475525
2020-08-29;03;0.0771948481625901
2020-08-30;03;0.0919413919413919
2020-08-31;03;0.113919413919414
2020-09-01;03;0.0932020360591789
2020-09-02;03;0.100344893202036
2020-03-16;04;NA
2020-03-18;04;NA
2020-03-19;04;NA
2020-03-20;04;NA
2020-03-21;04;NA
2020-03-25;04;NA
2020-03-26;04;0
2020-03-27;04;0
2020-03-29;04;0
2020-03-30;04;0.0714285714285714
2020-04-01;04;0.0714285714285714
2020-04-02;04;0.0714285714285714
2020-04-03;04;0.0714285714285714
2020-04-04;04;0.0714285714285714
2020-04-05;04;0.0714285714285714
2020-04-07;04;0.142857142857143
2020-04-08;04;0.0714285714285714
2020-04-09;04;0.0714285714285714
2020-04-14;04;0.0714285714285714
2020-04-16;04;0.0714285714285714
2020-04-18;04;0.0714285714285714
2020-04-19;04;0.0714285714285714
2020-04-20;04;0
2020-04-21;04;0.142857142857143
2020-04-22;04;0.142857142857143
2020-04-28;04;0.142857142857143
2020-04-29;04;0.142857142857143
2020-04-30;04;0.142857142857143
2020-05-01;04;NA
2020-05-02;04;NA
2020-05-03;04;NA
2020-05-04;04;NA
2020-05-05;04;NA
2020-05-06;04;NA
2020-05-07;04;NA
2020-05-08;04;0.0464285714285714
2020-05-09;04;0.0285714285714286
2020-05-10;04;0.0285714285714286
2020-05-11;04;0.0285714285714286
2020-05-12;04;0.0142857142857143
2020-05-13;04;0.0142857142857143
2020-05-14;04;0
2020-05-15;04;0.012987012987013
2020-05-16;04;0.0367965367965368
2020-05-17;04;0.0606060606060606
2020-05-18;04;0.0870610870610871
2020-05-19;04;0.0870610870610871
2020-05-20;04;0.0870610870610871
2020-05-21;04;0.0870610870610871
2020-05-22;04;0.0815928710665553
2020-05-23;04;0.0637357282094124
2020-05-24;04;0.0494500139236981
2020-05-25;04;0.028285992759677
2020-05-26;04;0.0464678109414952
2020-05-27;04;0.0710983528134163
2020-05-28;04;0.0904688128618425
2020-05-29;04;0.0870316485224225
2020-05-30;04;0.0989364104271844
2020-05-31;04;0.0989364104271844
2020-06-01;04;0.101762288253062
2020-06-02;04;0.0851002269101498
2020-06-03;04;0.0787067671050979
2020-06-04;04;0.0707648784852432
2020-06-05;04;0.0839246251425268
2020-06-06;04;0.108538524756426
2020-06-07;04;0.13234804856595
2020-06-08;04;0.169343947403954
2020-06-09;04;0.209232058059873
2020-06-10;04;0.207321506605248
2020-06-11;04;0.220106010237209
2020-06-12;04;0.21420249940759
2020-06-13;04;0.183889511647794
2020-06-14;04;0.182302210060492
2020-06-15;04;0.191764066949907
2020-06-16;04;0.205433652122897
2020-06-17;04;0.270739774571877
2020-06-18;04;0.324448777433422
2020-06-19;04;0.392231788073575
2020-06-20;04;0.465107746967771
2020-06-21;04;0.499688245833984
2020-06-22;04;0.512133007342416
2020-06-23;04;0.512611110230158
2020-06-24;04;0.499388919945593
2020-06-25;04;0.48029037143528
2020-06-26;04;0.476900989732645
2020-06-27;04;0.462042414723694
2020-06-28;04;0.465557153952719
2020-06-29;04;0.476459831522064
2020-06-30;04;0.465547133109365
2020-07-01;04;0.457576230772266
2020-07-02;04;0.465419368027168
2020-07-03;04;0.451376182297235
2020-07-04;04;0.45739121989122
2020-07-05;04;0.460498278317427
2020-07-06;04;0.440611914681064
2020-07-07;04;0.458949088260173
2020-07-08;04;0.44612857543966
2020-07-09;04;0.406672793126735
2020-07-10;04;0.378379657690742
2020-07-11;04;0.316841196152281
2020-07-12;04;0.275251752902225
2020-07-13;04;0.247729214760755
2020-07-14;04;0.211064973512473
2020-07-15;04;0.189086951534451
2020-07-16;04;0.213824119128761
2020-07-17;04;0.241467903915403
2020-07-18;04;0.259656611759283
2020-07-19;04;0.284503815734836
2020-07-20;04;0.291477974950268
2020-07-21;04;0.315811536125934
2020-07-22;04;0.343741939056337
2020-07-23;04;0.368092588406986
2020-07-24;04;0.372627397859829
2020-07-25;04;0.39440852410343
2020-07-26;04;0.409631006539027
2020-07-27;04;0.432108397810744
2020-07-28;04;0.448601904304251
2020-07-29;04;0.435323516025863
2020-07-30;04;0.4059915466254
2020-07-31;04;0.382434582856286
2020-08-01;04;0.409674692383243
2020-08-02;04;0.372361259547422
2020-08-03;04;0.364623875465952
2020-08-04;04;0.349776936690441
2020-08-05;04;0.336864848778353
2020-08-06;04;0.332183831165829
2020-08-07;04;0.33194600018438
2020-08-08;04;0.287446679280565
2020-08-09;04;0.285524699641536
2020-08-10;04;0.292053117460277
2020-08-11;04;0.295235701173374
2020-08-12;04;0.318006724476312
2020-08-13;04;0.336038470508058
2020-08-14;04;0.331402351909675
2020-08-15;04;0.317849238356562
2020-08-16;04;0.330298936545696
2020-08-17;04;0.312159422675632
2020-08-18;04;0.324642085643732
2020-08-19;04;0.329435164904896
2020-08-20;04;0.338083221828816
2020-08-21;04;0.366196096608357
2020-08-22;04;0.392579622991883
2020-08-23;04;0.442579622991883
2020-08-24;04;0.469271068800976
2020-08-25;04;0.482204912358284
2020-08-26;04;0.473435903589276
2020-08-27;04;0.462293515599597
2020-08-28;04;0.473823497962913
2020-08-29;04;0.483947908087323
2020-08-30;04;0.425019336658751
2020-08-31;04;0.412333493090555
2020-09-01;04;0.376987138729009
2020-09-02;04;0.383558345300216
2020-03-16;05;NA
2020-03-18;05;NA
2020-03-19;05;NA
2020-03-20;05;NA
2020-03-21;05;NA
2020-03-22;05;NA
2020-03-23;05;0.0714285714285714
2020-03-24;05;0.0824175824175824
2020-03-25;05;0.0824175824175824
2020-03-26;05;0.0967032967032967
2020-03-27;05;0.115750915750916
2020-03-28;05;0.141261119832548
2020-03-29;05;0.166261119832548
2020-03-30;05;0.176975405546834
2020-03-31;05;0.264887493458922
2020-04-01;05;0.30298273155416
2020-04-02;05;0.329513343799058
2020-04-03;05;0.351282051282051
2020-04-04;05;0.385295656724228
2020-04-05;05;0.383254840397698
2020-04-06;05;0.390397697540555
2020-04-07;05;0.307369614512472
2020-04-08;05;0.269274376417234
2020-04-09;05;0.248866213151927
2020-04-10;05;0.208049886621315
2020-04-11;05;0.11281179138322
2020-04-12;05;0.0719954648526077
2020-04-13;05;0.0521541950113379
2020-04-14;05;0.0958049886621315
2020-04-15;05;0.128772021629165
2020-04-16;05;0.171855921855922
2020-04-17;05;0.294304901447759
2020-04-18;05;0.294304901447759
2020-04-19;05;0.294304901447759
2020-04-20;05;0.32605093319379
2020-04-21;05;0.290336647479505
2020-04-22;05;0.314512471655329
2020-04-23;05;0.251020408163265
2020-04-24;05;0.182142857142857
2020-04-25;05;0.225
2020-04-26;05;0.306632653061225
2020-04-27;05;0.324947671376243
2020-04-28;05;0.364163357650753
2020-04-29;05;0.372496690984086
2020-04-30;05;0.409533728021123
2020-05-01;05;0.382989326476721
2020-05-02;05;0.375846469333864
2020-05-03;05;0.330687980406378
2020-05-04;05;0.272995672714071
2020-05-05;05;0.247706311686641
2020-05-06;05;0.21348012121045
2020-05-07;05;0.225623412042266
2020-05-08;05;0.230551272233284
2020-05-09;05;0.23178279932688
2020-05-10;05;0.227378606038622
2020-05-11;05;0.236597165257182
2020-05-12;05;0.224723385166095
2020-05-13;05;0.196683658039289
2020-05-14;05;0.160948708321697
2020-05-15;05;0.141416181352099
2020-05-16;05;0.127118452167911
2020-05-17;05;0.0987590564615766
2020-05-18;05;0.0907651761785397
2020-05-19;05;0.0755208678307831
2020-05-20;05;0.0873481889425513
2020-05-21;05;0.0926998032724938
2020-05-22;05;0.0946530045694194
2020-05-23;05;0.0928382542790594
2020-05-24;05;0.103133281380809
2020-05-25;05;0.106653857190542
2020-05-26;05;0.101278560530841
2020-05-27;05;0.109927124947063
2020-05-28;05;0.105824010016881
2020-05-29;05;0.10249410384706
2020-05-30;05;0.088463491602162
2020-05-31;05;0.0896554577503234
2020-06-01;05;0.0966145364075153
2020-06-02;05;0.117285693711913
2020-06-03;05;0.109833301544495
2020-06-04;05;0.114221425024935
2020-06-05;05;0.126404573365991
2020-06-06;05;0.142520110489931
2020-06-07;05;0.147163811942143
2020-06-08;05;0.159166602087076
2020-06-09;05;0.186203890918385
2020-06-10;05;0.190717012651423
2020-06-11;05;0.20922899658237
2020-06-12;05;0.225718322269989
2020-06-13;05;0.281747432478666
2020-06-14;05;0.332407090281181
2020-06-15;05;0.332373102109065
2020-06-16;05;0.304569329521986
2020-06-17;05;0.316686291320439
2020-06-18;05;0.312774071747116
2020-06-19;05;0.314337854347233
2020-06-20;05;0.27490416373773
2020-06-21;05;0.274500840353041
2020-06-22;05;0.301491327069971
2020-06-23;05;0.336968439263163
2020-06-24;05;0.353347013740329
2020-06-25;05;0.359973487829611
2020-06-26;05;0.341596940502782
2020-06-27;05;0.320128375473186
2020-06-28;05;0.292403652570024
2020-06-29;05;0.282477864072807
2020-06-30;05;0.280346302786875
2020-07-01;05;0.297141614393507
2020-07-02;05;0.326874983791704
2020-07-03;05;0.348414063558631
2020-07-04;05;0.36810479983328
2020-07-05;05;0.384173476918907
2020-07-06;05;0.388428386429881
2020-07-07;05;0.381337567174811
2020-07-08;05;0.363436477288487
2020-07-09;05;0.34932835291684
2020-07-10;05;0.347308150896638
2020-07-11;05;0.368912961180694
2020-07-12;05;0.391866751576344
2020-07-13;05;0.406151795360121
2020-07-14;05;0.414359381494151
2020-07-15;05;0.41189814855377
2020-07-16;05;0.408920329073487
2020-07-17;05;0.411237059961647
2020-07-18;05;0.395852444577031
2020-07-19;05;0.41047583110282
2020-07-20;05;0.417002658447026
2020-07-21;05;0.420773484844259
2020-07-22;05;0.450569769935114
2020-07-23;05;0.453614104910484
2020-07-24;05;0.474179254047061
2020-07-25;05;0.481047385915193
2020-07-26;05;0.441805207328752
2020-07-27;05;0.435377882472108
2020-07-28;05;0.421600775385142
2020-07-29;05;0.400414791557649
2020-07-30;05;0.41584336298622
2020-07-31;05;0.385965811965812
2020-08-01;05;0.392284493284493
2020-08-02;05;0.395031746031746
2020-08-03;05;0.40416041877744
2020-08-04;05;0.406755046372068
2020-08-05;05;0.42518105150466
2020-08-06;05;0.410895337218945
2020-08-07;05;0.437043120470177
2020-08-08;05;0.430469163453742
2020-08-09;05;0.43387052399796
2020-08-10;05;0.420225345263367
2020-08-11;05;0.424677789370984
2020-08-12;05;0.407103914564206
2020-08-13;05;0.425484260333087
2020-08-14;05;0.405527703178593
2020-08-15;05;0.3835302316236
2020-08-16;05;0.389321155588122
2020-08-17;05;0.384527651858848
2020-08-18;05;0.380990958666982
2020-08-19;05;0.369372508568225
2020-08-20;05;0.34679635860354
2020-08-21;05;0.349994488249099
2020-08-22;05;0.362897714055551
2020-08-23;05;0.341800667642049
2020-08-24;05;0.344927603094246
2020-08-25;05;0.35833531497524
2020-08-26;05;0.381805428129942
2020-08-27;05;0.384719181043695
2020-08-28;05;0.402523563070478
2020-08-29;05;0.413609555592868
2020-08-30;05;0.460633365116677
2020-08-31;05;0.468245010811224
2020-09-01;05;0.449906332460802
2020-09-02;05;0.447851889728393
2020-03-21;06;NA
2020-03-23;06;NA
2020-03-25;06;NA
2020-03-27;06;NA
2020-03-29;06;NA
2020-03-30;06;NA
2020-03-31;06;NA
2020-04-01;06;NA
2020-04-03;06;NA
2020-04-04;06;NA
2020-04-05;06;NA
2020-04-09;06;NA
2020-04-13;06;NA
2020-04-16;06;0.571428571428571
2020-04-21;06;0.69047619047619
2020-04-23;06;0.69047619047619
2020-04-24;06;0.69047619047619
2020-04-25;06;NA
2020-04-27;06;NA
2020-04-28;06;NA
2020-04-30;06;NA
2020-05-01;06;NA
2020-05-02;06;NA
2020-05-04;06;NA
2020-05-05;06;0.590062111801242
2020-05-06;06;0.478951000690131
2020-05-07;06;0.344497219177526
2020-05-08;06;0.212629087309394
2020-05-09;06;0.0748739852685779
2020-05-10;06;0.0748739852685779
2020-05-11;06;0.0838025566971493
2020-05-12;06;0.0787744585013493
2020-05-13;06;0.0470284267553175
2020-05-14;06;0.0386250654107797
2020-05-15;06;0.041921768707483
2020-05-16;06;0.0368197278911565
2020-05-17;06;0.0368197278911565
2020-05-18;06;0.027891156462585
2020-05-19;06;0.0357142857142857
2020-05-20;06;0.0420634920634921
2020-05-21;06;0.0420634920634921
2020-05-22;06;0.0454144620811287
2020-05-23;06;0.0576593600403124
2020-05-24;06;0.0631538655348179
2020-05-25;06;0.0672354981878791
2020-05-26;06;0.0557275616799426
2020-05-27;06;0.0676933736457546
2020-05-28;06;0.0835663895187705
2020-05-29;06;0.0722789115646258
2020-05-30;06;0.0872448979591837
2020-05-31;06;0.122123063272132
2020-06-01;06;0.15675972167381
2020-06-02;06;0.176143116057204
2020-06-03;06;0.17159746090914
2020-06-04;06;0.165691222444762
2020-06-05;06;0.172569529323068
2020-06-06;06;0.15166116597773
2020-06-07;06;0.12097372519449
2020-06-08;06;0.106246710039423
