codigo_region,region_residencia,Servicio_salud,fecha,Porcentaje Camas UCI
03,Región de Atacama,Servicio de salud Atacama,2020-06-22,70.83
03,Región de Atacama,Servicio de salud Atacama,2020-06-23,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-24,72.73
03,Región de Atacama,Servicio de salud Atacama,2020-06-25,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-26,62.96
03,Región de Atacama,Servicio de salud Atacama,2020-06-27,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-28,70.37
03,Región de Atacama,Servicio de salud Atacama,2020-06-29,70.37
03,Región de Atacama,Servicio de salud Atacama,2020-06-30,62.96
03,Región de Atacama,Servicio de salud Atacama,2020-07-01,70.37
03,Región de Atacama,Servicio de salud Atacama,2020-07-02,62.96
03,Región de Atacama,Servicio de salud Atacama,2020-07-04,59.26
03,Región de Atacama,Servicio de salud Atacama,2020-07-05,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-07-06,62.96
03,Región de Atacama,Servicio de salud Atacama,2020-07-07,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-07-08,55.56
03,Región de Atacama,Servicio de salud Atacama,2020-07-09,55.56
03,Región de Atacama,Servicio de salud Atacama,2020-07-10,55.56
03,Región de Atacama,Servicio de salud Atacama,2020-07-11,65.38
03,Región de Atacama,Servicio de salud Atacama,2020-07-12,64.0
03,Región de Atacama,Servicio de salud Atacama,2020-07-13,54.17
03,Región de Atacama,Servicio de salud Atacama,2020-07-14,53.85
03,Región de Atacama,Servicio de salud Atacama,2020-07-15,59.26
03,Región de Atacama,Servicio de salud Atacama,2020-07-17,77.78
03,Región de Atacama,Servicio de salud Atacama,2020-07-18,85.19
03,Región de Atacama,Servicio de salud Atacama,2020-07-19,88.89
03,Región de Atacama,Servicio de salud Atacama,2020-07-20,74.07
03,Región de Atacama,Servicio de salud Atacama,2020-07-21,81.48
03,Región de Atacama,Servicio de salud Atacama,2020-07-23,75.0
03,Región de Atacama,Servicio de salud Atacama,2020-07-24,67.86
03,Región de Atacama,Servicio de salud Atacama,2020-07-25,81.48
03,Región de Atacama,Servicio de salud Atacama,2020-07-26,73.33
03,Región de Atacama,Servicio de salud Atacama,2020-07-27,82.14
03,Región de Atacama,Servicio de salud Atacama,2020-07-28,74.07
03,Región de Atacama,Servicio de salud Atacama,2020-07-30,62.96
03,Región de Atacama,Servicio de salud Atacama,2020-07-31,81.48
03,Región de Atacama,Servicio de salud Atacama,2020-08-01,77.78
03,Región de Atacama,Servicio de salud Atacama,2020-08-02,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-08-03,77.78
03,Región de Atacama,Servicio de salud Atacama,2020-08-04,70.37
03,Región de Atacama,Servicio de salud Atacama,2020-08-05,75.0
03,Región de Atacama,Servicio de salud Atacama,2020-08-06,73.33
03,Región de Atacama,Servicio de salud Atacama,2020-08-07,70.0
03,Región de Atacama,Servicio de salud Atacama,2020-08-08,63.33
03,Región de Atacama,Servicio de salud Atacama,2020-08-09,60.0
03,Región de Atacama,Servicio de salud Atacama,2020-08-10,62.07
03,Región de Atacama,Servicio de salud Atacama,2020-08-11,82.14
03,Región de Atacama,Servicio de salud Atacama,2020-08-12,65.52
03,Región de Atacama,Servicio de salud Atacama,2020-08-13,72.41
03,Región de Atacama,Servicio de salud Atacama,2020-08-14,72.41
03,Región de Atacama,Servicio de salud Atacama,2020-08-15,79.31
03,Región de Atacama,Servicio de salud Atacama,2020-08-16,75.86
03,Región de Atacama,Servicio de salud Atacama,2020-08-17,58.62
03,Región de Atacama,Servicio de salud Atacama,2020-08-18,65.52
03,Región de Atacama,Servicio de salud Atacama,2020-08-19,79.31
03,Región de Atacama,Servicio de salud Atacama,2020-08-20,86.21
03,Región de Atacama,Servicio de salud Atacama,2020-08-21,68.97
03,Región de Atacama,Servicio de salud Atacama,2020-08-22,62.07
03,Región de Atacama,Servicio de salud Atacama,2020-08-23,55.17
03,Región de Atacama,Servicio de salud Atacama,2020-08-24,55.17
03,Región de Atacama,Servicio de salud Atacama,2020-08-25,55.17
03,Región de Atacama,Servicio de salud Atacama,2020-08-26,62.07
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-12,58.62
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-13,51.72
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-15,58.62
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-16,68.97
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-18,61.11
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-19,61.11
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-21,61.11
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-22,52.78
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-23,44.44
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-29,54.05
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-04-30,54.05
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-01,45.95
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-02,67.57
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-03,54.05
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-06,64.86
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-07,53.85
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-08,66.67
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-09,56.41
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-12,62.22
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-13,79.49
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-14,79.49
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-15,64.1
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-16,76.92
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-17,74.36
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-18,79.49
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-19,69.23
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-20,74.36
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-21,71.79
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-23,64.1
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-24,69.23
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-26,66.67
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-27,74.36
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-28,85.0
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-29,75.0
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-05-31,67.5
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-06-01,75.61
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-06-02,70.73
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-06-03,65.85
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-06-04,57.14
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-06-05,69.05
04,Región de Coquimbo,Servicio de salud Coquimbo,2020-06-06,73.81
